"School","Times Cited"
"Alberta",7.31827886352439
"CarnegieMellon",8.73723026495493
"ColoradoBoulder",11.9795676636068
"Duke",11.7592969943963
"Florida",8.48972528661043
"GeorgiaTech",12.2631852879944
"IllinoisUC",13.5592014232062
"Michigan",10.1227033277656
"Minnesota",9.47375385972651
"UTAustin",14.2297734627832
"Wisconsin",11.4018090930731
